,mssubclass,mszoning,lotshape,lotconfig,neighborhood,condition1,bldgtype,housestyle,overallqual,overallcond,roofstyle,exterior1st,exterior2nd,masvnrtype,masvnrarea,extercond,foundation,bsmtqual,bsmtexposure,bsmtfintype1,totalbsmtsf,heatingqc,1stflrsf,grlivarea,bsmtfullbath,fullbath,halfbath,bedroomabvgr,totrmsabvgrd,fireplaces,garagetype,garagefinish,garagearea,saletype,saleprice,houseage,renoage,outdoorfeature
99,60,RL,IR1,Inside,NoRidge,Norm,1Fam,2Story,8,5,Hip,VinylSd,VinylSd,BrkFace,397.0,3,PConc,4,1,5,1342.0,5,1358,2726,0.0,2,1,4,9,1,Attchd,2,725.0,WD ,350000,11.5,11.5,1.0
100,20,RL,IR1,CulDSac,StoneBr,Norm,1Fam,1Story,9,5,Hip,VinylSd,VinylSd,BrkFace,296.0,3,PConc,5,4,6,1884.0,5,1884,1884,1.0,2,0,2,7,1,Attchd,3,670.0,WD ,387000,4.75,4.75,1.0
101,30,RL,IR1,Inside,Edwards,Norm,1Fam,1Story,4,7,Gable,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,2,5,528.0,5,605,605,1.0,1,0,2,5,0,0,0,0.0,WD ,86000,87.58333333333326,5.5833333333332575,1.0
102,20,RL,Reg,Inside,Veenker,Norm,1Fam,1Story,8,9,Gable,VinylSd,VinylSd,None,0.0,5,CBlock,4,2,6,1426.0,5,1671,1671,1.0,3,0,3,6,1,Attchd,2,550.0,WD ,290000,32.41666666666674,1.4166666666667425,1.0
103,30,C (all),Reg,Corner,IDOTRR,Norm,1Fam,1Story,3,3,Mansard,AsbShng,AsbShng,None,0.0,2,CBlock,2,1,1,245.0,3,797,797,0.0,1,0,2,5,0,0,0,0.0,WD ,44000,109.75,59.75,1.0
104,60,RL,IR1,CulDSac,Mitchel,Norm,1Fam,2Story,6,5,Gable,VinylSd,VinylSd,None,0.0,3,PConc,5,1,5,804.0,5,804,1961,1.0,2,1,3,7,1,BuiltIn,3,560.0,WD ,215000,8.5,7.5,1.0
105,190,RL,IR1,Corner,NWAmes,RRAn,2fmCon,1Story,5,6,Gable,Plywood,Plywood,BrkFace,144.0,3,CBlock,4,1,6,1153.0,5,1193,1193,1.0,2,0,2,6,0,Attchd,3,501.0,WD ,146500,34.58333333333326,34.58333333333326,1.0
106,160,FV,Reg,FR2,Somerst,Norm,Twnhs,2Story,7,5,Gable,MetalSd,MetalSd,None,0.0,3,PConc,4,1,6,673.0,5,673,1382,1.0,2,1,3,6,0,Detchd,1,490.0,WD ,165000,6.3333333333332575,6.3333333333332575,1.0
107,50,RM,Reg,Inside,OldTown,Artery,1Fam,1.5Fin,6,7,Gable,Stucco,Stucco,None,0.0,4,BrkTil,3,1,3,714.0,3,1664,2526,0.0,2,0,5,10,1,Detchd,1,216.0,CWD,136000,91.66666666666674,57.66666666666674,1.0
108,20,RL,IR1,CulDSac,NAmes,Norm,1Fam,1Story,6,6,Gable,Wd Sdng,Wd Sdng,Stone,902.0,3,CBlock,4,4,5,1705.0,5,1390,1390,1.0,1,1,1,4,2,Attchd,1,550.0,WD ,252000,49.83333333333326,49.83333333333326,1.0
109,160,RL,Reg,Inside,NridgHt,Norm,Twnhs,2Story,7,5,Gable,VinylSd,Wd Shng,Stone,106.0,3,PConc,4,1,1,764.0,5,764,1626,0.0,2,1,2,6,0,BuiltIn,2,474.0,WD ,175500,7.5,7.5,1.0
110,70,RM,Reg,Inside,OldTown,Norm,1Fam,2Story,5,6,Gable,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,1,5,690.0,3,868,1558,0.0,1,1,3,7,1,Detchd,1,400.0,WD ,150000,70.83333333333326,59.83333333333326,1.0
111,20,RL,IR1,Inside,NAmes,Norm,1Fam,1Story,5,5,Hip,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,1,1,978.0,3,1422,1422,0.0,1,0,3,6,1,Attchd,2,286.0,WD ,139900,47.66666666666674,29.666666666666742,1.0
112,50,RM,Reg,Inside,BrkSide,Norm,1Fam,1.5Fin,5,7,Gable,MetalSd,MetalSd,None,0.0,3,PConc,3,1,1,1078.0,3,1128,1573,0.0,2,0,3,8,1,Detchd,1,360.0,WD ,162900,78.5,16.5,0.0
113,20,RL,IR1,Corner,NAmes,Norm,1Fam,1Story,6,6,Hip,Wd Sdng,Wd Sdng,BrkFace,261.0,3,CBlock,3,1,1,1116.0,3,1116,1116,0.0,1,1,3,5,0,Attchd,1,440.0,WD ,160000,48.16666666666674,48.16666666666674,1.0
114,20,RL,Reg,Corner,Sawyer,Norm,1Fam,1Story,2,2,Gable,Wd Sdng,Wd Sdng,None,0.0,3,Slab,0,0,0,0.0,2,660,660,0.0,1,0,2,5,0,0,0,0.0,WD ,63900,62.5,59.5,1.0
115,20,RL,Reg,Inside,NWAmes,Norm,1Fam,1Story,6,5,Gable,HdBoard,HdBoard,BrkFace,144.0,3,PConc,3,1,5,1140.0,4,1707,1707,0.0,2,0,3,7,1,Attchd,3,479.0,WD ,184000,31.416666666666742,11.416666666666742,0.0
116,20,RL,Reg,Inside,Edwards,Norm,1Fam,1Story,5,4,Gable,HdBoard,Plywood,BrkFace,132.0,3,CBlock,3,1,4,1466.0,3,1466,1466,0.0,1,1,3,6,2,Attchd,3,528.0,WD ,149900,47.91666666666674,47.91666666666674,1.0
117,120,FV,IR1,Inside,Somerst,Norm,TwnhsE,1Story,9,5,Hip,MetalSd,MetalSd,BrkFace,260.0,3,PConc,4,3,6,1614.0,5,1638,1638,1.0,2,0,2,5,1,Attchd,3,495.0,WD ,300000,8.583333333333258,8.583333333333258,1.0
118,190,RL,Reg,Corner,ClearCr,Norm,1Fam,1Story,5,3,Flat,Plywood,Plywood,Stone,275.0,3,CBlock,3,2,3,988.0,4,1721,1721,1.0,2,0,3,7,2,Basment,1,626.0,WD ,145000,49.0,49.0,1.0
119,60,RL,IR1,Inside,CollgCr,Norm,1Fam,2Story,6,5,Gable,VinylSd,VinylSd,None,0.0,3,PConc,4,1,6,928.0,5,928,1764,1.0,2,1,3,7,0,Attchd,2,470.0,WD ,231500,12.666666666666742,12.666666666666742,1.0
120,30,RL,Reg,Inside,Edwards,Norm,1Fam,1Story,5,6,Gable,WdShing,Wd Shng,None,0.0,3,CBlock,3,1,4,996.0,5,996,996,1.0,1,0,3,6,1,0,0,0.0,WD ,108000,68.58333333333326,39.58333333333326,1.0
121,20,RL,Reg,Inside,NAmes,Norm,1Fam,1Story,5,5,Gable,BrkFace,BrkFace,None,0.0,3,CBlock,3,1,3,1202.0,3,1202,1202,0.0,1,0,3,6,0,Attchd,2,304.0,COD,120000,53.91666666666674,53.91666666666674,1.0
122,20,RL,IR1,Inside,Sawyer,Norm,1Fam,1Story,5,5,Hip,Wd Sdng,Wd Sdng,BrkFace,57.0,3,CBlock,3,1,3,988.0,3,988,988,1.0,1,0,3,5,0,Detchd,1,572.0,WD ,128500,46.83333333333326,46.83333333333326,0.0
123,30,RM,Reg,Inside,OldTown,Artery,1Fam,1Story,5,6,Gable,WdShing,Wd Shng,None,0.0,3,CBlock,3,1,1,1008.0,4,1028,1028,0.0,1,0,2,5,1,Detchd,1,360.0,WD ,115000,83.25,60.25,1.0
124,50,RM,Reg,Inside,OldTown,Norm,1Fam,1.5Fin,5,7,Gable,AsbShng,AsbShng,None,0.0,3,CBlock,3,1,2,720.0,3,720,1284,0.0,1,1,2,5,0,Detchd,1,240.0,WD ,110000,62.33333333333326,59.33333333333326,1.0
125,60,RL,IR1,CulDSac,Veenker,Norm,1Fam,2Story,9,3,Mansard,Wd Sdng,Wd Sdng,BrkFace,1050.0,4,CBlock,4,1,6,994.0,3,1599,2944,0.0,2,2,3,9,1,Attchd,2,864.0,WD ,150000,31.5,31.5,1.0
126,60,RL,IR1,Inside,Gilbert,Norm,1Fam,2Story,8,5,Gable,VinylSd,VinylSd,None,0.0,3,PConc,5,3,1,707.0,5,707,1414,0.0,2,1,3,6,1,Attchd,3,403.0,WD ,178000,2.8333333333332575,2.8333333333332575,1.0
127,70,RL,IR1,Inside,Crawfor,Norm,1Fam,2Story,7,7,Gable,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,1,1,637.0,5,959,1609,0.0,1,1,3,8,2,2Types,1,579.0,WD ,199500,74.41666666666674,16.416666666666742,1.0
128,60,RL,IR1,Inside,Gilbert,Norm,1Fam,2Story,6,5,Gable,VinylSd,VinylSd,None,0.0,3,PConc,3,1,6,813.0,5,813,1525,1.0,2,1,3,6,1,Attchd,3,400.0,WD ,183500,9.416666666666742,8.416666666666742,1.0
129,80,RM,Reg,Inside,IDOTRR,Norm,1Fam,SLvl,5,5,Hip,HdBoard,Plywood,None,0.0,3,CBlock,4,2,3,624.0,5,1092,1656,0.0,1,1,3,7,1,Attchd,1,288.0,WD ,126000,41.58333333333326,41.58333333333326,1.0
130,120,RL,Reg,Inside,NPkVill,Norm,Twnhs,1Story,7,6,Gable,Plywood,Brk Cmn,None,0.0,3,CBlock,4,1,5,1055.0,2,1055,1055,0.0,2,0,2,4,0,Attchd,1,440.0,WD ,148500,31.75,31.75,1.0
131,60,RL,Reg,Inside,OldTown,Norm,1Fam,2Story,5,7,Gable,VinylSd,VinylSd,None,0.0,4,BrkTil,3,1,1,676.0,5,676,1352,0.0,2,0,4,7,0,Detchd,1,720.0,WD ,149000,70.66666666666674,3.6666666666667425,1.0
132,160,RL,Reg,Inside,NPkVill,Norm,Twnhs,2Story,6,5,Gable,Plywood,Brk Cmn,None,0.0,3,CBlock,4,1,5,855.0,3,855,1456,0.0,2,1,3,6,1,Attchd,1,440.0,WD ,137900,32.41666666666674,32.41666666666674,1.0
133,120,RL,IR1,CulDSac,Veenker,Norm,TwnhsE,1Story,8,5,Gable,BrkFace,BrkFace,None,0.0,3,PConc,4,4,6,1719.0,5,1719,1719,2.0,1,1,1,6,2,Attchd,3,473.0,Con,324000,15.416666666666742,15.416666666666742,1.0
134,30,RL,Reg,Inside,Edwards,Norm,1Fam,1Story,5,6,Gable,Stucco,Stucco,None,0.0,3,CBlock,3,1,3,864.0,3,864,864,1.0,1,0,2,5,0,0,0,0.0,WD ,98000,83.33333333333326,58.33333333333326,1.0
135,160,RM,Reg,Inside,BrDale,Norm,Twnhs,2Story,6,5,Gable,HdBoard,HdBoard,BrkFace,359.0,3,CBlock,3,1,2,483.0,3,483,987,0.0,1,1,2,5,0,Detchd,1,264.0,WD ,103400,35.16666666666674,35.16666666666674,1.0
136,50,RL,Reg,Inside,Sawyer,Feedr,1Fam,1.5Fin,5,8,Gable,VinylSd,VinylSd,None,0.0,4,CBlock,3,1,1,780.0,4,780,1020,0.0,1,0,2,6,0,0,0,0.0,WD ,94000,135.41666666666674,14.416666666666742,1.0
137,120,RL,Reg,Inside,NridgHt,Norm,Twnhs,1Story,8,5,Gable,VinylSd,VinylSd,Stone,108.0,3,PConc,4,2,6,1554.0,5,1554,1554,0.0,2,0,2,6,1,Attchd,2,627.0,WD ,209500,1.6666666666667425,1.6666666666667425,1.0
138,60,RL,IR1,CulDSac,StoneBr,Norm,1Fam,2Story,10,5,Hip,CemntBd,CmentBd,BrkFace,662.0,3,PConc,5,4,1,1528.0,5,1528,3390,0.0,3,1,5,10,1,BuiltIn,3,758.0,New,545224,0.75,0.75,1.0
139,70,RM,Reg,Inside,OldTown,Norm,1Fam,2Story,6,8,Gable,Wd Sdng,Wd Sdng,None,0.0,4,PConc,3,1,1,780.0,5,780,1560,0.0,1,1,3,7,0,0,0,0.0,WD ,159900,98.41666666666674,1.4166666666667425,1.0
140,20,RL,Reg,Corner,Gilbert,Norm,1Fam,1Story,4,5,Gable,VinylSd,VinylSd,None,0.0,3,CBlock,3,1,2,864.0,5,864,864,0.0,1,0,2,4,0,Detchd,1,400.0,WD ,141000,59.5,59.5,0.0
141,60,RL,IR1,Inside,Gilbert,Norm,1Fam,2Story,6,5,Gable,VinylSd,VinylSd,None,0.0,3,PConc,4,1,5,982.0,5,1008,1889,0.0,2,1,3,9,1,Attchd,3,431.0,WD ,215000,6.3333333333332575,6.3333333333332575,0.0
142,20,RL,IR1,Corner,Sawyer,Norm,1Fam,1Story,5,8,Gable,HdBoard,HdBoard,None,0.0,4,CBlock,3,1,5,1040.0,5,1040,1040,1.0,1,1,3,6,0,Detchd,1,260.0,WD ,127000,48.33333333333326,0.33333333333325754,1.0
143,20,RL,Reg,Inside,Edwards,Norm,1Fam,1Story,5,7,Gable,WdShing,Wd Shng,None,0.0,3,CBlock,3,3,4,1172.0,3,1172,1172,1.0,1,0,3,5,0,Attchd,3,366.0,WD ,128000,56.5,12.5,1.0
144,20,FV,IR1,Inside,Somerst,Norm,1Fam,1Story,8,5,Gable,CemntBd,CmentBd,None,0.0,3,PConc,5,1,6,1642.0,5,1418,1418,1.0,1,1,1,6,1,Attchd,2,852.0,New,267916,0.33333333333325754,0.33333333333325754,1.0
145,50,RM,Reg,Inside,BrkSide,Norm,1Fam,1.5Fin,6,6,Gable,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,1,2,884.0,3,959,1367,0.0,1,0,3,6,1,Detchd,1,560.0,WD ,127500,76.91666666666674,57.91666666666674,1.0
146,85,RL,Reg,Corner,Edwards,Norm,1Fam,SFoyer,7,5,Gable,HdBoard,HdBoard,BrkFace,500.0,3,Slab,0,0,0,0.0,5,495,1922,0.0,3,0,4,7,1,BuiltIn,2,672.0,ConLD,198500,6.5833333333332575,6.5833333333332575,1.0
147,20,RL,IR1,Inside,NWAmes,Norm,1Fam,1Story,6,6,Gable,MetalSd,MetalSd,BrkFace,210.0,4,CBlock,4,1,6,1422.0,3,1422,1422,0.0,2,0,3,7,1,Attchd,3,576.0,WD ,175500,27.5,27.5,1.0
148,60,RL,Reg,Inside,CollgCr,Norm,1Fam,2Story,7,5,Gable,VinylSd,VinylSd,BrkFace,144.0,3,PConc,4,1,6,985.0,5,985,1842,1.0,2,1,3,7,1,Attchd,3,486.0,WD ,217500,7.5833333333332575,7.5833333333332575,1.0
149,50,RM,Reg,Inside,OldTown,Norm,1Fam,1.5Fin,4,5,Gable,MetalSd,MetalSd,None,0.0,2,CBlock,3,1,1,888.0,5,888,1962,0.0,1,1,4,9,1,Detchd,1,572.0,WD ,149500,95.5,60.5,1.0
150,20,RL,Reg,Inside,NAmes,Norm,1Fam,1Story,5,7,Hip,HdBoard,HdBoard,BrkFace,165.0,3,PConc,3,1,4,864.0,5,1120,1120,0.0,1,0,3,5,1,Attchd,2,656.0,WD ,148800,43.58333333333326,5.5833333333332575,1.0
151,60,RL,IR1,Inside,StoneBr,Norm,1Fam,2Story,9,5,Hip,CemntBd,CmentBd,Stone,208.0,3,PConc,5,3,6,1992.0,5,1992,2868,0.0,3,1,4,11,1,BuiltIn,3,716.0,New,556581,1.5833333333332575,0.5833333333332575,1.0
152,20,RL,Reg,Inside,NAmes,Norm,1Fam,1Story,6,3,Hip,BrkFace,BrkFace,None,0.0,3,CBlock,3,1,5,1478.0,4,1478,1478,1.0,1,1,3,6,2,Attchd,2,442.0,WD ,156500,52.5,52.5,1.0
153,60,RL,Reg,Corner,CollgCr,Norm,1Fam,2Story,7,5,Gable,VinylSd,VinylSd,None,0.0,4,PConc,4,3,6,930.0,5,950,1995,1.0,2,1,4,8,1,Attchd,2,610.0,WD ,237000,11.583333333333258,10.583333333333258,1.0
154,20,RL,IR1,Inside,NAmes,Norm,1Fam,1Story,5,7,Gable,MetalSd,MetalSd,None,0.0,3,CBlock,3,1,4,912.0,2,912,912,0.0,1,0,2,5,0,Attchd,3,297.0,WD ,120000,49.5,22.5,1.0
155,20,RL,IR1,Corner,Gilbert,Norm,1Fam,1Story,6,5,Gable,VinylSd,VinylSd,None,0.0,3,PConc,4,3,6,1326.0,5,1326,1326,1.0,2,0,3,6,0,Attchd,3,388.0,WD ,203000,2.5,2.5,1.0
156,120,RL,IR1,Inside,StoneBr,Norm,TwnhsE,1Story,8,5,Gable,HdBoard,HdBoard,None,0.0,3,CBlock,4,1,1,1191.0,3,1204,1204,0.0,2,0,2,5,0,Attchd,2,461.0,WD ,130000,19.666666666666742,19.666666666666742,1.0
157,60,RL,Reg,Inside,NAmes,Norm,1Fam,2Story,6,6,Gable,HdBoard,HdBoard,BrkFace,360.0,3,CBlock,3,4,6,780.0,3,798,1611,1.0,1,1,4,7,0,Attchd,2,442.0,WD ,167900,44.5,44.5,1.0
158,190,RL,Reg,Inside,BrkSide,RRAn,2fmCon,1Story,4,5,Gable,HdBoard,HdBoard,BrkFace,160.0,3,CBlock,3,3,5,960.0,3,960,960,1.0,1,0,3,6,0,Detchd,1,576.0,WD ,129000,36.41666666666674,36.41666666666674,1.0
159,20,RL,IR1,Inside,NAmes,Norm,1Fam,1Story,5,6,Gable,HdBoard,HdBoard,BrkFace,64.0,3,CBlock,3,1,4,1070.0,3,1236,1236,0.0,1,0,2,6,1,Attchd,1,447.0,WD ,134450,49.41666666666674,10.416666666666742,0.0
160,30,RL,Reg,Inside,Sawyer,Norm,1Fam,1Story,5,7,Gable,Wd Sdng,Wd Sdng,None,0.0,4,BrkTil,3,1,1,816.0,5,1416,1416,0.0,2,0,3,7,0,Attchd,1,576.0,WD ,112000,89.66666666666674,0.6666666666667425,1.0
161,60,RL,IR1,Inside,SawyerW,Norm,1Fam,2Story,7,5,Gable,HdBoard,HdBoard,BrkFace,360.0,3,PConc,4,1,6,929.0,5,946,1873,1.0,2,1,3,7,1,Attchd,2,619.0,WD ,207000,19.416666666666742,19.416666666666742,1.0
162,90,RM,Reg,Inside,OldTown,Norm,Duplex,2Story,5,1,Hip,MetalSd,MetalSd,None,0.0,3,BrkTil,3,1,1,1040.0,3,1088,2128,0.0,2,0,4,11,0,0,0,0.0,WD ,62500,87.75,59.75,1.0
163,160,RL,Reg,Inside,NridgHt,Norm,Twnhs,2Story,7,5,Gable,VinylSd,Wd Shng,Stone,106.0,3,PConc,4,1,6,764.0,5,764,1626,1.0,2,1,2,6,0,BuiltIn,2,474.0,WD ,154000,5.8333333333332575,4.8333333333332575,1.0
164,20,RL,IR1,Corner,NAmes,Norm,1Fam,1Story,5,7,Gable,WdShing,Wd Shng,None,0.0,3,CBlock,3,1,6,816.0,3,816,816,1.0,1,0,2,5,0,Detchd,1,308.0,WD ,129900,49.58333333333326,49.58333333333326,0.0
165,160,RM,Reg,Inside,MeadowV,Norm,TwnhsE,2Story,5,3,Gable,CemntBd,CmentBd,None,0.0,3,CBlock,4,1,3,536.0,3,536,1112,0.0,1,1,3,4,0,Attchd,1,336.0,WD ,85000,34.33333333333326,34.33333333333326,1.0
166,50,RM,Reg,Inside,OldTown,Norm,1Fam,1.5Fin,7,7,Gable,Wd Sdng,Wd Sdng,None,0.0,3,PConc,3,1,1,572.0,3,572,1111,0.0,1,0,2,5,1,Detchd,1,288.0,WD ,116900,82.66666666666674,58.66666666666674,1.0
167,160,RL,Reg,Inside,NPkVill,Norm,Twnhs,2Story,6,6,Gable,Plywood,Brk Cmn,None,0.0,3,CBlock,3,1,5,855.0,3,855,1441,0.0,2,1,3,7,1,Attchd,1,440.0,WD ,148500,31.333333333333258,31.333333333333258,1.0
168,190,RL,Reg,Inside,Edwards,Norm,2fmCon,1.5Fin,4,4,Gable,MetalSd,MetalSd,None,0.0,2,BrkTil,4,1,4,672.0,2,672,924,1.0,1,0,2,5,0,Detchd,1,280.0,WD ,80000,69.58333333333326,60.58333333333326,0.0
169,85,RL,IR1,CulDSac,Sawyer,Norm,1Fam,SFoyer,5,5,Gable,VinylSd,VinylSd,None,0.0,3,PConc,4,3,2,1060.0,3,1126,1126,1.0,1,0,2,5,0,Attchd,1,506.0,WD ,152000,24.25,24.25,1.0
170,20,RL,Reg,Corner,Edwards,Norm,1Fam,1Story,5,6,Gable,VinylSd,VinylSd,None,0.0,4,CBlock,2,1,1,381.0,5,992,992,0.0,1,0,3,6,0,Detchd,1,319.0,Oth,155891,56.08333333333326,56.08333333333326,1.0
171,50,RL,Reg,Inside,BrkSide,Norm,1Fam,1.5Fin,6,7,Gable,Wd Sdng,Wd Shng,None,0.0,4,PConc,3,1,1,768.0,5,752,1376,0.0,1,0,3,7,0,Detchd,1,576.0,WD ,165000,87.16666666666674,57.16666666666674,1.0
172,20,FV,Reg,Inside,Somerst,Norm,1Fam,1Story,7,5,Hip,VinylSd,VinylSd,None,0.0,3,PConc,4,1,1,1218.0,5,1218,1218,0.0,2,0,2,4,0,Attchd,2,676.0,New,204500,1.3333333333332575,0.33333333333325754,1.0
173,70,RL,Reg,Inside,NAmes,Artery,1Fam,2Story,5,7,Gable,MetalSd,MetalSd,Stone,224.0,3,CBlock,3,1,2,728.0,5,888,1644,0.0,1,1,3,7,2,Attchd,1,312.0,WD ,146500,65.5,12.5,1.0
174,20,RL,IR1,Inside,NWAmes,RRAn,1Fam,1Story,7,5,Gable,Plywood,Plywood,BrkFace,206.0,3,CBlock,4,1,5,1271.0,3,1601,1601,0.0,2,0,3,7,1,Attchd,2,478.0,COD,157000,31.333333333333258,31.333333333333258,0.0
175,70,RM,Reg,Inside,OldTown,Norm,1Fam,2Story,7,7,Gable,Wd Sdng,Wd Shng,None,0.0,3,BrkTil,3,2,1,1313.0,4,1313,2495,0.0,2,0,5,10,1,Detchd,1,342.0,WD ,184000,119.0,10.0,1.0
176,60,RL,IR1,Inside,Gilbert,Norm,1Fam,2Story,6,5,Gable,VinylSd,VinylSd,None,0.0,3,PConc,4,1,6,783.0,5,807,1509,1.0,2,1,3,7,1,Attchd,3,393.0,WD ,183200,4.5,3.5,1.0
177,20,RL,Reg,Inside,Sawyer,Norm,1Fam,1Story,5,5,Gable,Wd Sdng,Wd Sdng,BrkFace,116.0,3,CBlock,3,1,2,1092.0,3,1092,1092,0.0,1,0,3,6,1,Attchd,1,288.0,WD ,139000,47.75,47.75,1.0
178,60,RL,Reg,Inside,NoRidge,Norm,1Fam,2Story,7,5,Hip,Wd Sdng,ImStucc,BrkFace,651.0,3,PConc,4,4,6,1311.0,5,1325,2418,1.0,2,1,3,9,1,Attchd,2,983.0,WD ,341000,15.666666666666742,14.666666666666742,1.0
179,160,RM,Reg,Inside,BrDale,Norm,Twnhs,2Story,6,5,Gable,HdBoard,HdBoard,BrkFace,504.0,3,CBlock,3,1,3,483.0,3,483,987,0.0,1,1,2,5,0,Detchd,1,264.0,COD,96000,39.16666666666674,39.16666666666674,1.0
180,20,RM,Reg,Corner,Edwards,Norm,1Fam,1Story,4,5,Gable,VinylSd,VinylSd,None,0.0,3,PConc,4,1,1,1121.0,5,1121,1121,0.0,2,0,2,5,0,Attchd,2,440.0,WD ,140000,7.25,6.25,1.0
181,20,RM,Reg,Inside,OldTown,Artery,1Fam,1Story,6,7,Gable,MetalSd,MetalSd,None,0.0,3,CBlock,3,1,6,912.0,3,1236,1236,1.0,1,0,2,6,0,Attchd,1,923.0,WD ,149700,53.33333333333326,14.333333333333258,1.0
182,20,RL,Reg,Inside,NWAmes,Norm,1Fam,1Story,5,6,Gable,HdBoard,HdBoard,None,0.0,3,CBlock,4,1,5,1056.0,5,1074,1074,1.0,1,1,3,6,0,Attchd,2,495.0,WD ,153500,31.583333333333258,31.583333333333258,1.0
183,20,A (agr),Reg,Inside,IDOTRR,Norm,1Fam,1Story,1,5,Gable,AsbShng,VinylSd,None,0.0,1,Slab,0,0,0,0.0,1,733,733,0.0,1,0,2,4,0,Attchd,1,487.0,WD ,13100,56.16666666666674,56.16666666666674,0.0
184,60,RL,Reg,Inside,CollgCr,Norm,1Fam,2Story,7,5,Gable,VinylSd,VinylSd,BrkFace,252.0,3,PConc,4,1,6,884.0,5,884,1768,1.0,2,1,3,8,0,Attchd,2,543.0,WD ,224900,5.5833333333332575,5.5833333333332575,1.0
185,20,FV,Reg,Inside,Somerst,Norm,1Fam,1Story,7,5,Gable,VinylSd,VinylSd,None,0.0,3,PConc,4,1,1,1257.0,5,1266,1266,0.0,2,0,3,6,1,Attchd,1,453.0,WD ,176000,1.3333333333332575,1.3333333333332575,1.0
186,50,RL,Reg,Inside,NoRidge,Norm,1Fam,1.5Fin,8,5,Hip,HdBoard,HdBoard,BrkFace,337.0,3,PConc,4,1,6,1683.0,5,2129,2872,0.0,2,1,4,9,1,Attchd,3,541.0,WD ,285000,15.333333333333258,7.3333333333332575,1.0
187,20,RL,IR1,CulDSac,Somerst,RRAn,1Fam,1Story,8,5,Gable,VinylSd,VinylSd,Stone,84.0,3,PConc,4,4,6,1485.0,5,1464,1464,1.0,2,0,3,6,0,Attchd,1,754.0,WD ,282922,0.6666666666667425,0.6666666666667425,1.0
188,60,RL,Reg,Corner,NAmes,Norm,1Fam,2Story,7,6,Gable,MetalSd,MetalSd,BrkFace,309.0,3,CBlock,3,1,3,924.0,5,1216,2157,0.0,2,1,4,8,2,Attchd,3,487.0,WD ,226000,40.41666666666674,40.41666666666674,1.0
189,60,RL,IR1,Inside,StoneBr,Norm,1Fam,2Story,8,5,Hip,VinylSd,VinylSd,BrkFace,466.0,3,PConc,5,1,1,1234.0,5,1264,2576,0.0,2,1,4,10,1,BuiltIn,3,666.0,New,361919,0.5833333333332575,0.5833333333332575,1.0
190,60,RL,IR1,CulDSac,StoneBr,Norm,1Fam,2Story,9,5,Hip,VinylSd,VinylSd,BrkFace,600.0,5,PConc,5,4,6,1398.0,5,1414,2798,1.0,3,1,3,11,1,BuiltIn,3,670.0,New,457347,1.25,0.25,1.0
191,20,RL,IR1,Inside,ClearCr,Norm,1Fam,1Story,8,6,Shed,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,4,4,2,966.0,5,1743,1743,2.0,0,1,0,5,2,Attchd,3,529.0,WD ,279000,31.416666666666742,31.416666666666742,1.0
192,20,RL,IR1,Inside,Mitchel,Norm,1Fam,1Story,6,5,Gable,Plywood,ImStucc,None,0.0,3,PConc,3,4,5,1567.0,3,1567,1567,1.0,2,0,2,5,2,Attchd,2,714.0,WD ,196000,32.41666666666674,32.41666666666674,1.0
193,20,RL,Reg,Inside,NWAmes,Norm,1Fam,1Story,7,5,Gable,HdBoard,HdBoard,BrkFace,189.0,3,CBlock,4,1,1,1090.0,3,1370,1370,0.0,2,0,3,6,1,Attchd,2,479.0,WD ,152000,33.5,33.5,0.0
194,90,RL,Reg,Inside,NAmes,Artery,Duplex,2Story,5,5,Gable,MetalSd,MetalSd,BrkFace,368.0,3,CBlock,3,1,2,1248.0,3,1338,2634,1.0,2,2,6,12,0,Detchd,1,968.0,WD ,200000,40.66666666666674,40.66666666666674,0.0
195,20,RL,Reg,Inside,CollgCr,Norm,1Fam,1Story,8,5,Hip,VinylSd,VinylSd,BrkFace,198.0,3,PConc,5,4,6,1570.0,5,1590,1590,1.0,2,1,2,6,0,Attchd,3,754.0,New,294900,1.6666666666667425,0.6666666666667425,1.0
196,20,RL,Reg,Inside,SawyerW,Norm,1Fam,1Story,7,5,Gable,VinylSd,VinylSd,BrkFace,140.0,3,PConc,4,1,1,1450.0,5,1450,1450,0.0,2,0,2,6,0,Attchd,2,788.0,New,224243,1.1666666666667425,0.16666666666674246,1.0
197,50,RL,Reg,Corner,Edwards,Artery,1Fam,1.5Fin,6,3,Gable,AsbShng,AsbShng,None,0.0,2,BrkTil,2,1,1,832.0,3,846,1338,0.0,2,0,3,7,0,Detchd,1,528.0,WD ,92000,91.41666666666674,56.41666666666674,1.0
198,60,RL,IR1,Inside,Gilbert,Norm,1Fam,2Story,7,5,Hip,VinylSd,VinylSd,None,0.0,3,PConc,4,3,1,728.0,5,728,1456,0.0,2,1,3,8,1,Attchd,3,400.0,New,179540,0.5833333333332575,0.5833333333332575,1.0
